place_id,name,area,type_queried,latitude,longitude,types,rating,user_ratings_total,vicinity,price_level
ChIJT1sd_MsEdkgRbRAA3JItLec,Adelphi Theatre,Central London,tourist_attraction,51.5100863,-0.1228819,"tourist_attraction,store,point_of_interest,establishment",4.7,9530.0,"409-412, 410 Strand, London",
ChIJYeck5s4EdkgRz2496L-49us,Benjamin Franklin House,Central London,tourist_attraction,51.5076428,-0.1248886,"tourist_attraction,museum,point_of_interest,establishment",4.2,317.0,"36 Craven Street, London",
ChIJjfEsXjMFdkgR2MhDam285XY,Marble Arch,Central London,tourist_attraction,51.5132225,-0.1588937,"tourist_attraction,point_of_interest,establishment",4.4,20295.0,London,
ChIJyV9gp8UEdkgRXPQy4c1u21k,The Cenotaph,Central London,tourist_attraction,51.50268449999999,-0.1260803,"tourist_attraction,point_of_interest,establishment",4.7,752.0,"Whitehall, London",
ChIJdbJk-1YbdkgRQB_SdWbiVsc,Barbican Centre,Central London,tourist_attraction,51.5202077,-0.09378639999999999,"tourist_attraction,library,art_gallery,movie_theater,point_of_interest,establishment",4.6,4149.0,"Silk Street, London",
ChIJczuZfc0adkgRc8X-u3ZiHcE,The Wallace Collection,Central London,tourist_attraction,51.517323,-0.1530885,"tourist_attraction,museum,art_gallery,point_of_interest,establishment",4.8,8761.0,"Hertford House, Manchester Square, London",
ChIJkYISzKsEdkgRHE5RL_zqXL0,Millennium Bridge,Central London,tourist_attraction,51.50952909999999,-0.0985425,"tourist_attraction,point_of_interest,establishment",4.6,15981.0,"Thames Embankment, London",
ChIJH-tBOc4EdkgRIsJgzUZIjXU,"St Martin-in-the-Fields Church, London",Central London,tourist_attraction,51.50879080000001,-0.1267527,"tourist_attraction,cafe,church,place_of_worship,store,food,point_of_interest,establishment",4.6,4042.0,"Trafalgar Square, London",
ChIJ2Sv_gSgFdkgRo_HVykixWts,The Green Park,Central London,tourist_attraction,51.5039416,-0.1434016,"park,tourist_attraction,point_of_interest,establishment",4.6,25773.0,"Green Park, London",
ChIJlwm8OUgbdkgRWsaTM35CDTM,Charles Dickens Museum,Central London,tourist_attraction,51.5235861,-0.1162944,"tourist_attraction,museum,point_of_interest,establishment",4.6,2227.0,"48-49 Doughty Street, London",
ChIJheMywLQEdkgRbEEwYwdUwxc,Royal Courts of Justice,Central London,tourist_attraction,51.5136609,-0.1132125,"courthouse,tourist_attraction,point_of_interest,establishment",4.5,420.0,"Strand, London",
ChIJ10QUYVUDdkgReZz-4I-p1i0,St Mary-le-Bow Church,Central London,tourist_attraction,51.513743,-0.0936438,"tourist_attraction,church,place_of_worship,point_of_interest,establishment",4.6,229.0,"Saint Mary Le Bow Church, Cheapside, London",
ChIJW6DSCVEbdkgRR0LeqG4RHc4,Museum of the Order of Saint John,Central London,tourist_attraction,51.522026,-0.102734,"museum,tourist_attraction,point_of_interest,establishment",4.6,517.0,"St John’s Gate, 26 Saint John's Lane, London",
ChIJW89IJzEbdkgRfIC181llJmA,The Horse Hospital,Central London,tourist_attraction,51.5227581,-0.1244025,"art_gallery,tourist_attraction,movie_theater,point_of_interest,establishment",4.5,119.0,"Colonnade, London",
ChIJ7xIq4dkadkgRzlX3Emg8F-I,Royal College of Physicians,Central London,museum,51.5257424,-0.145168,"university,museum,health,point_of_interest,establishment",4.6,177.0,"11 Saint Andrews Place, London",
ChIJo3f6atQadkgR8e0kE98znmo,Chandos House,Central London,museum,51.5185091,-0.1450083,"museum,health,point_of_interest,establishment",4.4,140.0,"2 Queen Anne Street, London",
ChIJXRDdrFADdkgRT_s4Gh7ORxg,The Old Operating Theatre Museum and Herb Garret,Central London,museum,51.5050283,-0.0885991,"museum,point_of_interest,establishment",4.6,1261.0,"9a Saint Thomas Street, London",
ChIJoZX1yUobdkgRIHKAzQa2pO4,Hunterian Museum,Central London,museum,51.5153551,-0.1159625,"museum,point_of_interest,establishment",4.7,1334.0,"The Royal College of Surgeons of England 38, 43 Lincoln's Inn Fields, London",
ChIJmb5LTyQbdkgR4gwKXo9r5LY,The Magic Circle,Central London,museum,51.5264928,-0.1354311,"bar,museum,point_of_interest,establishment",4.8,403.0,"Centre for the Magic Arts, 12 Stephenson Way, London",
ChIJZ4MM0TQbdkgRWOac4RsNLPs,"Freemasons Hall, London",Central London,museum,51.5150123,-0.1214145,"museum,point_of_interest,establishment",4.8,2111.0,"60 Great Queen Street, London",
ChIJ7Y2qk9YadkgRR-6tnaQQS3U,Royal Institute of British Architects,Central London,museum,51.52118109999999,-0.1451121,"tourist_attraction,cafe,museum,book_store,food,point_of_interest,store,establishment",4.5,581.0,"66 Portland Place, London",
ChIJezfRVFYDdkgRPvbycxADmY4,The Golden Hinde,Central London,museum,51.5069501,-0.09032479999999998,"museum,tourist_attraction,point_of_interest,establishment",4.4,1409.0,"Saint Mary Overie's Dock, Cathedral Street, London",
ChIJQ9d0pzMbdkgRpuwMK5CEKgA,Camera Museum,Central London,museum,51.5176643,-0.1253524,"tourist_attraction,bakery,cafe,museum,electronics_store,home_goods_store,restaurant,food,point_of_interest,store,establishment",4.7,329.0,"44 Museum Street, London",
ChIJjTedqjMbdkgRqmCmSy0Hveg,The Cartoon Museum,Central London,museum,51.517592,-0.1385749,"tourist_attraction,museum,point_of_interest,establishment",4.1,1147.0,"63 Wells Street, London",
ChIJSdAbs1cDdkgRh097pZt1ds4,The Clink Prison Museum,Central London,museum,51.5070209,-0.0918904,"tourist_attraction,museum,point_of_interest,establishment",4.1,2126.0,"1 Clink Street, London",
ChIJ97pX3M0EdkgR8YFd4G1GZJ8,Saatchi Gallery,Central London,museum,51.4906972,-0.1587165,"art_gallery,tourist_attraction,museum,point_of_interest,establishment",4.5,9086.0,"Duke of York's HQ, King's Rd, Chelsea, London",
ChIJlQVcJtkEdkgRnskpOnyj4G4,The Guards Museum,Central London,museum,51.5001244,-0.1361609,"museum,tourist_attraction,point_of_interest,establishment",4.4,535.0,"Wellington Barracks, Birdcage Walk, London",
ChIJ8TcYbCsFdkgREJn6RlCbKjw,Handel Hendrix House,Central London,museum,51.5129927,-0.1458951,"museum,point_of_interest,store,establishment",4.5,665.0,"25 Brook Street, London",
ChIJjwAL8SUbdkgRigNbhm-sUe0,Wellcome Collection,Central London,museum,51.5259047,-0.1338785,"museum,art_gallery,cafe,library,food,point_of_interest,establishment",4.5,1227.0,"183 Euston Road, London",
ChIJ3cTZ7tcEdkgRCLiBltUQGpc,Spencer House,Central London,museum,51.5051673,-0.1402694,"tourist_attraction,museum,point_of_interest,establishment",4.6,395.0,"27 Saint James's Place, London",
ChIJWf5N07IEdkgRA2xSIRaH0r4,Dr Johnson's House,Central London,museum,51.5150642,-0.1082067,"museum,tourist_attraction,point_of_interest,establishment",4.5,324.0,"17 Gough Square, London",
ChIJE7Y9vrgEdkgRLifdCCl3FZ4,Florence Nightingale Museum,Central London,museum,51.499993,-0.1176597,"museum,tourist_attraction,point_of_interest,establishment",4.4,1002.0,"The Nightingale School, 2 Lambeth Palace Road, London",
ChIJtV5bzSAFdkgRNZnsvXWXgqI,"The King's Gallery, Buckingham Palace",Central London,museum,51.4998051,-0.1424367,"art_gallery,tourist_attraction,museum,point_of_interest,establishment",4.5,4435.0,"Buckingham Palace, London",
ChIJSyUp2jEbdkgRsTznK93_GMo,SOAS Gallery,Central London,museum,51.5218917,-0.1285577,"art_gallery,museum,point_of_interest,establishment",4.5,199.0,"SOAS, University of London Thornhaugh Street, Russell Square, London",
ChIJEwHVslYbdkgRtFOLOdJm6Fs,The Charterhouse,Central London,museum,51.521163,-0.09966699999999999,"place_of_worship,museum,point_of_interest,establishment",4.6,620.0,"Charterhouse Square, London",
ChIJ3-M3YTcbdkgRGzQr8JQ8APE,Foundling Museum,Central London,museum,51.52525309999999,-0.1216684,"tourist_attraction,museum,point_of_interest,establishment",4.4,978.0,"40 Brunswick Square, London",
ChIJBUDOGcAEdkgRoQKLoxgPtWg,Garden Museum,Central London,museum,51.4949621,-0.1201916,"museum,tourist_attraction,cafe,restaurant,food,park,point_of_interest,store,establishment",4.3,1205.0,"5 Lambeth Palace Road, London",
ChIJU88VcScFdkgR3nJPHAxWuIM,"The Royal Mews, Buckingham Palace",Central London,museum,51.49873170000001,-0.143629,"tourist_attraction,museum,point_of_interest,establishment",4.4,3526.0,"Buckingham Palace Road, London",
ChIJXzsYqi8bdkgR2wmXF6YbzBU,Petrie Museum of Egyptian Archaeology,Central London,museum,51.52365529999999,-0.1327749,"tourist_attraction,museum,point_of_interest,establishment",4.7,597.0,"Malet Place, London",
ChIJySXfIJgEdkgR15LQ_dQQPtg,The Cinema Museum,Central London,museum,51.4922943,-0.1052203,"museum,movie_theater,point_of_interest,establishment",4.6,405.0,"2 Dugard Way, Renfrew Road, London",
ChIJ2_19mdYEdkgRadLE5rfxLPU,Apsley House,Central London,museum,51.50347329999999,-0.1516714,"museum,tourist_attraction,point_of_interest,establishment",4.6,1113.0,"149 Piccadilly, London",
ChIJNXZ4CysbdkgRU49vwfO68Jo,Alison Jacques,Central London,museum,51.5102355,-0.141178,"art_gallery,museum,point_of_interest,establishment",4.6,51.0,"22 Cork Street, London",
ChIJGyCJzTQbdkgR6CCaacKAvGQ,Museum of Freemasonry,Central London,museum,51.5150276,-0.1210267,"museum,tourist_attraction,library,point_of_interest,establishment",4.5,193.0,"60 Great Queen Street, London",
ChIJ0e1qMdUadkgROcOJEtFG8UA,Fashion Space Gallery,Central London,museum,51.5153257,-0.1429773,"art_gallery,tourist_attraction,museum,point_of_interest,establishment",4.6,14.0,"20 John Prince's Street, London",
ChIJeTUXaS8bdkgRRO3lOGW_VwY,UCL Art Museum,Central London,museum,51.5245384,-0.1333841,"tourist_attraction,museum,point_of_interest,establishment",4.3,56.0,"23-25 Gower Street, London",
ChIJjwAL8SUbdkgRwLxYTLMgOA0,Wellcome Library,Central London,museum,51.5259029,-0.1338878,"library,tourist_attraction,museum,point_of_interest,establishment",4.6,93.0,"183 Euston Road, London",
ChIJj8pl-M8EdkgRYHpGjyF-BKc,The Household Cavalry Museum,Central London,museum,51.5049111,-0.1273704,"museum,tourist_attraction,point_of_interest,establishment",4.5,2937.0,"66 Horse Guards Avenue, Whitehall, London",
ChIJQzLB784EdkgR72xgiximiK4,British Optical Association Museum,Central London,museum,51.50790900000001,-0.125393,"museum,tourist_attraction,point_of_interest,establishment",4.8,16.0,"42 Craven Street, London",
ChIJ08o_oFQDdkgRDZ6tiQDJXOc,Bank of England Museum,Central London,museum,51.514166,-0.08761299999999998,"museum,tourist_attraction,point_of_interest,establishment",4.4,2066.0,"Bartholomew Lane, London",
ChIJdR8jvlobdkgRb9OcMTWg5ec,Islington Museum,Central London,museum,51.5263566,-0.1041707,"museum,tourist_attraction,point_of_interest,establishment",4.3,105.0,"245 Saint John Street, London",
ChIJEdO87a4EdkgRLWSF-lopXXQ,Bankside Gallery,Central London,museum,51.5081673,-0.1012398,"art_gallery,tourist_attraction,museum,book_store,store,point_of_interest,establishment",4.5,279.0,"48 Hopton Street, London",
ChIJSSucrc8adkgRMdTO1g6eaFI,Merlin Venues,Central London,museum,51.50196330000001,-0.1188522,"museum,aquarium,point_of_interest,establishment",5.0,28.0,"County Hall, London",
ChIJyY4lbysFdkgRM9Wpq2r7pAU,Charles Ede,Central London,museum,51.51201239999999,-0.1486142,"art_gallery,museum,home_goods_store,store,point_of_interest,establishment",5.0,5.0,"1 Three Kings' Yard, Davies Street, London",
ChIJUzaw_dYEdkgRRoVYOwx3noM,Matthiesen Gallery Ltd,Central London,museum,51.5077704,-0.1372762,"tourist_attraction,museum,art_gallery,point_of_interest,establishment",5.0,4.0,"7, 8 Masons Yard, London",
ChIJ05VcMQU7e0gRzJUoRB4NrUU,HALLANGEN ART - Illustration graphic design,Central London,museum,51.5137976,-0.1496166,"museum,general_contractor,point_of_interest,establishment",,,"West One Shopping Centre, 381 Oxford Street, London",
ChIJ9bNTJdAEdkgRmSVzJmEoXRI,Mall Galleries,Central London,museum,51.50667859999999,-0.129999,"art_gallery,tourist_attraction,museum,point_of_interest,establishment",4.6,699.0,"The Mall, London",
ChIJ_3BHPdAEdkgRombIEzf0Y4c,The National Police Memorial,Central London,museum,51.50577859999999,-0.1300462,"tourist_attraction,park,museum,point_of_interest,establishment",4.6,58.0,"The Mall, London",
ChIJEYfH57cEdkgRuNeOk-nbgeo,Hayward Gallery,Central London,art_gallery,51.50620850000001,-0.1154442,"art_gallery,point_of_interest,establishment",4.6,1274.0,"Hayward Gallery, Southbank Centre, Belvedere Road, London",
ChIJ87v_k9IEdkgR2vAfuejGjpA,Maison Bertaux,Central London,art_gallery,51.51334480000001,-0.13021,"art_gallery,bakery,cafe,store,food,point_of_interest,establishment",4.4,2537.0,"28 Greek Street, London",2.0
ChIJk-XtDiobdkgRgR3qQVHiRyw,IMAGE,Central London,art_gallery,51.51935700000001,-0.1405591,"art_gallery,point_of_interest,establishment",5.0,2.0,"24-25 Foley Street, London",
ChIJG6VVRtQEdkgR_HO2kBguCts,Frith Street Gallery,Central London,art_gallery,51.511282,-0.137002,"art_gallery,point_of_interest,establishment",4.4,28.0,"17-18 Golden Square, London",
ChIJTX_e6SsFdkgRL-4j6KhM8_0,Halcyon Gallery,Central London,art_gallery,51.5113152,-0.1437024,"art_gallery,tourist_attraction,point_of_interest,establishment",4.7,441.0,"148, New, Bond Street, London",
ChIJz8K4v0MbdkgR7cXd398crdM,The Warburg Institute,Central London,art_gallery,51.5233696,-0.1301902,"art_gallery,library,point_of_interest,establishment",4.2,17.0,"The Warburg Institute, Woburn Square, London",
ChIJHfPyJS0bdkgRVbhj9-fMCgA,Century Club,Central London,art_gallery,51.512069,-0.1321399,"art_gallery,point_of_interest,establishment",4.5,749.0,"61-63 Shaftesbury Avenue, London",
ChIJ2wHtTdYEdkgRaiPm_0LT0Y0,Daniel Crouch Rare Books,Central London,art_gallery,51.5065906,-0.1380503,"art_gallery,book_store,home_goods_store,store,point_of_interest,establishment",5.0,6.0,"4 Bury Street, London",
ChIJZ3v4mDYbdkgRxByqOXp_5nY,October Gallery,Central London,art_gallery,51.5206737,-0.1217174,"art_gallery,tourist_attraction,cafe,food,point_of_interest,establishment",4.6,169.0,"24 Old Gloucester Street, London",
ChIJPZeCZbQEdkgRfqLg9TGuo0Q,Two Temple Place,Central London,art_gallery,51.51163529999999,-0.1122429,"art_gallery,tourist_attraction,point_of_interest,establishment",4.6,1085.0,"2 Temple Place, London",
ChIJo-TWCaYEdkgRGb8fxSu4WeM,Jerwood Space,Central London,art_gallery,51.5036406,-0.0992214,"art_gallery,cafe,food,point_of_interest,establishment",4.3,201.0,"171 Union Street, London",
ChIJqY1_UC8bdkgRxs6e6kyyDvU,Slade School of Fine Art,Central London,art_gallery,51.5248201,-0.1346015,"art_gallery,university,point_of_interest,establishment",4.8,20.0,"University College London, Gower Street, London",
ChIJEYfH57cEdkgRzWXeq8neKtI,Southbank Centre,Central London,art_gallery,51.50602,-0.1164148,"art_gallery,tourist_attraction,library,night_club,point_of_interest,establishment",4.5,14590.0,"Southbank Centre, Belvedere Road, London",
ChIJNR5o7ykFdkgRQIJeQYSviOg,John Martin Gallery,Central London,art_gallery,51.50873600000001,-0.14178,"art_gallery,point_of_interest,establishment",4.7,12.0,"First Floor, 38 Albemarle Street, London",
ChIJP4KN-1YbdkgRmKi7OmFtwuU,Exhibit at Golden Lane Estate,Central London,art_gallery,51.5224335,-0.097373,"art_gallery,point_of_interest,establishment",5.0,2.0,"20 Goswell Road, London",
ChIJrxGsi7ocdkgRfYUYz7mhuMs,Institute of International Visual Arts,Central London,art_gallery,51.4904834,-0.1292983,"art_gallery,library,point_of_interest,establishment",5.0,6.0,"16 John Islip Street, London",
ChIJfaq5EpMEdkgR841Kcgkyelo,David Gill Gallery,Central London,art_gallery,51.5067516,-0.1368602,"art_gallery,point_of_interest,establishment",4.1,25.0,"2-4 King Street, London",
ChIJkdcIws0EdkgR8uFdAZBnr8M,Storey's,Central London,art_gallery,51.5106826,-0.1273136,"art_gallery,store,point_of_interest,establishment",4.5,80.0,"1-3 Cecil Court, London",
ChIJCaL1WyoFdkgRgL0wMv0l5lA,Altea Gallery Antique Maps & Charts,Central London,art_gallery,51.5119884,-0.1427047,"art_gallery,home_goods_store,store,point_of_interest,establishment",4.6,36.0,"Altea Gallery, 35 Saint George Street, London",
ChIJEWFmIiwFdkgRsZ3V0Oiqhns,Hamiltons Gallery,Central London,art_gallery,51.51065639999999,-0.1497796,"art_gallery,tourist_attraction,point_of_interest,establishment",4.6,80.0,"13 Carlos Place, London",
ChIJ85CTHbocdkgRSyvs12Pz150,Calvert 22 Foundation,Central London,art_gallery,51.5110477,-0.1186154,"art_gallery,point_of_interest,establishment",4.6,57.0,"Calvert 22, New Wing, Somerset House, Strand, London",
ChIJgVm1wuoEdkgR3rdQPOlrpvo,Beaconsfield Contemporary Art,Central London,art_gallery,51.49209620000001,-0.1186856,"art_gallery,point_of_interest,establishment",4.7,41.0,"Beaconsfield, 22 Newport Street, London",
ChIJr9zWtNQEdkgRIWDUECH0Rnc,The Circle London,Central London,art_gallery,51.5149471,-0.1363636,"art_gallery,store,point_of_interest,establishment",4.8,736.0,"21 Noel Street, London",
ChIJIXhnEM4adkgR_oXnoGkUHjA,The Hellenic Centre,Central London,art_gallery,51.5207833,-0.1535836,"art_gallery,point_of_interest,establishment",4.6,175.0,"16-18 Paddington Street, London",
ChIJyeD0bCwFdkgRUIEKeXc2zxc,Gagosian,Central London,art_gallery,51.5111551,-0.1478207000000001,"art_gallery,point_of_interest,establishment",4.6,85.0,"17-19 Davies Street, London",
